,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,n_matches
144760921,26,44,87,47,1928,2421,87016,668,524,6
144971992,235,242,703,305,24021,27924,774098,23079,9964,60
145065875,213,257,793,226,15649,21369,627414,86988,3462,45
145335241,163,308,690,170,16391,19661,597551,25842,3952,54
145336011,41,135,159,48,3436,4573,160544,951,735,13
145344836,34,21,40,54,2285,2346,60085,0,658,5
145550466,596,1714,3729,351,69677,86658,2194020,301299,9111,293
145708453,215,57,171,346,11346,11530,461465,6073,4547,18
145888771,55,15,42,56,3558,3463,146499,0,1883,5
145915760,37,73,146,21,2765,3141,74474,336,285,10
145969017,102,141,293,66,5898,8620,266234,11819,845,20
146153513,62,26,57,188,3908,3963,133862,661,1685,8
146272585,125,138,259,189,8314,10447,327226,2891,3068,22
146485028,102,43,97,97,8581,8405,218382,1524,3799,15
146535820,30,27,90,79,2609,3127,65683,2339,698,7
146663405,60,19,41,124,3168,3111,138296,0,1589,5
146872622,28,26,55,19,1992,2198,62729,8716,406,5
146969247,78,99,269,143,9657,10749,302083,31240,4533,22
147044935,19,40,83,21,1870,1868,63399,2059,271,6
147095372,27,37,121,24,2759,2892,69464,0,244,9
147130490,56,63,144,12,4274,4727,130647,3843,646,12
147141234,22,58,173,9,3763,3914,120836,10147,1314,10
147267417,58,65,78,87,4759,5153,153906,2338,1978,9
147767183,148,93,260,166,10322,11005,414389,6804,4919,21
147785379,23,18,55,87,3600,3205,65623,9300,1061,7
147858311,83,35,99,118,6176,6291,242094,0,2617,10
147928078,83,48,95,131,5861,5925,205911,0,2819,10
148039242,38,54,50,27,2371,2964,88135,0,698,6
148053939,285,216,422,373,19774,19883,849989,6476,8295,36
148063231,233,98,196,164,12490,13856,536309,6078,5229,24
148185527,82,92,198,122,6557,7060,179968,10768,1830,19
148213417,9,19,61,8,1353,1611,30422,5009,247,5
148215639,2504,995,3014,6136,171992,174520,6391346,240185,84307,316
148241303,139,82,227,378,12210,12530,415692,62158,5555,24
148322238,28,31,71,45,2374,3224,80512,7296,859,7
148526973,62,88,173,37,4983,5511,222156,5243,1623,15
148605696,16,40,28,37,1637,1879,57382,1770,486,6
148713046,91,47,113,211,6235,6997,200549,630,2543,12
148896406,18,57,90,6,2124,2164,42992,9603,219,8
149008268,30,43,112,4,2332,2892,92622,5099,487,9
149068953,32,81,184,85,2922,3774,136188,10067,573,10
149172079,58,102,151,67,3770,5031,178297,6847,1118,12
149251003,79,46,103,149,4194,4643,188832,7198,2029,7
149274830,28,28,63,16,2055,2259,69001,0,486,5
149413846,79,38,57,112,3210,3411,196780,0,1985,6
149486894,3657,1536,4150,7014,252067,252079,10367197,85281,138488,424
149621691,8,32,58,7,1474,1846,42220,809,340,5
149752430,36,13,54,64,2902,2710,88335,0,1178,5
149809279,35,39,56,119,4055,4277,131872,330,2283,9
149885551,62,25,63,49,3308,3451,159434,0,1597,5
149903953,85,134,321,49,6526,8199,259445,14567,1342,23
149970561,212,341,580,282,16368,19118,574070,18742,5025,50
150014374,197,253,538,210,17630,20728,638448,34225,6442,47
150074590,72,25,129,58,4441,5150,167373,773,1312,11
150121277,20,29,38,52,1772,2068,53691,0,547,5
150197164,33,48,93,72,2563,2888,119088,3205,657,9
150419909,312,473,1079,408,32649,37333,1189214,89283,13065,92
150602936,112,324,583,111,11849,14305,326234,36013,1792,46
150695733,77,53,96,142,5380,5779,242334,3874,2704,10
150859815,11,62,58,3,1348,1682,48374,1680,169,7
151069590,227,502,998,218,18328,23730,695502,32132,3148,72
151171338,24,43,56,5,1929,2008,50918,759,264,8
151288514,23,42,105,9,2154,2398,53970,8142,343,7
151550803,583,882,2021,928,49162,60339,1585168,162559,10565,171
151625242,1257,819,1529,2031,85195,87109,2918498,48431,41449,152
151835528,513,822,1882,389,42575,51983,1578196,145339,9328,130
152163741,20,29,69,22,1545,1887,63406,0,329,5
152284772,53,79,191,43,3969,4670,128962,16029,428,14
152455523,43,25,44,36,2495,2626,95949,0,1323,5
152478069,29,42,80,32,2286,2505,68501,4795,563,6
152545459,1682,839,1771,3004,122027,122193,4400831,64922,60158,214
152859296,276,610,1285,402,25919,32472,919412,51965,4814,85
152915953,402,392,1051,807,38049,43133,1233412,55817,13115,89
152947977,47,13,84,53,3219,3460,213129,160,1702,6
152960698,214,168,256,513,12567,13677,590948,4226,6144,25
152962063,1220,839,1548,2149,81585,88631,3606688,44752,45068,155
152985884,21,32,27,55,2208,2621,44851,0,463,8
152995826,19,34,72,28,1586,2023,43325,14332,188,6
153062439,56,100,143,61,5579,6526,167074,17566,1781,16
153125655,120,92,266,214,7703,9009,339241,1853,2827,19
153181216,196,143,346,325,14750,16785,549905,10355,5964,31
153651633,12,31,85,3,1475,1402,30889,21,138,5
153749549,320,375,973,596,29674,34558,967588,63891,9455,76
153749948,121,125,363,42,6844,8485,256513,27307,1608,21
153836240,345,274,442,831,27207,29814,1142702,4434,13021,52
153911061,31,58,178,10,3560,4323,84210,25844,410,12
153931962,47,25,48,40,2799,2544,125999,0,1143,5
153937395,92,55,99,161,4620,4742,200394,3098,1899,10
153946438,102,220,442,112,9337,10744,332165,44684,1924,33
153959712,33,43,127,18,2634,3183,89204,4164,458,9
154082362,38,29,50,201,3391,3410,88582,741,1689,7
154223815,91,53,97,173,6730,7208,231262,5590,3537,12
154388155,25,75,122,57,2389,2896,166298,6559,1133,7
154522493,76,59,107,127,6441,6513,265684,253,3765,13
154572225,201,145,369,465,13927,16582,522771,30349,6901,32
154715080,3191,1320,3530,4365,228977,241249,9206557,61423,125838,395
154825275,13,42,70,8,1296,1521,32508,358,133,5
155162307,30,13,33,123,2861,2861,76520,189,1448,5
155323996,109,46,111,138,4350,3707,347926,4766,2764,7
155332459,691,1095,2828,827,58847,72350,2035916,55121,9266,203
155494381,1103,2248,5896,907,123481,159337,4200410,364295,28921,406
155507163,46,61,111,81,3856,4589,153713,2889,1372,9
155720431,24,39,93,19,1943,2721,69816,1989,222,6
156029808,107,100,449,61,9260,10294,221381,23399,1399,29
156089151,120,119,191,207,8621,8914,249872,4292,2735,19
156328257,272,140,391,688,21924,22698,824612,2108,10510,41
156641896,16,68,86,36,1931,2811,80801,13247,347,9
156662698,628,796,1906,1266,64306,75422,2172344,128001,26525,173
156681604,27,43,113,16,2935,2606,44018,17501,296,8
156707831,76,68,258,13,6137,6751,148440,10227,916,18
156741918,47,15,92,38,2504,2628,73049,552,731,6
156745021,142,105,135,306,10433,10765,401437,3491,6324,20
157446467,62,103,134,183,4876,5783,202635,4861,1687,15
157475523,1119,851,2050,1913,85810,94410,3092149,104127,35563,184
157540373,28,68,173,20,2089,3163,128638,7272,436,8
157557921,79,174,306,52,7615,8820,212561,3836,1464,29
157837814,25,51,108,18,2511,2892,69144,11654,418,9
157926874,108,70,124,243,6053,6727,294930,814,3214,11
157989498,549,1117,2353,804,51271,63506,1921163,111165,11595,169
158327479,96,62,165,74,5436,5878,236938,673,1715,12
158371751,28,66,106,14,1956,2871,69604,7198,272,8
158571074,427,259,326,401,18741,19468,1002708,7703,6740,33
158606677,422,359,1007,564,31013,36106,1237753,35620,11994,74
158652740,62,66,123,190,6408,6792,209228,16793,2725,14
158719194,56,68,271,28,5467,6879,149646,7670,1398,18
158847773,931,1555,3658,1020,74873,91610,2710300,219985,11832,256
159020918,1270,2492,5483,1278,117865,145947,3841918,398659,25324,385
159192466,11,44,57,65,1716,2368,56013,0,722,6
159235251,92,105,209,171,6730,7715,262133,4771,2516,19
159982787,24,41,42,109,1964,2026,56833,50,826,5
160050850,18,34,88,6,1373,1628,37637,4305,170,5
160279679,28,90,137,20,3012,3890,109763,7237,519,11
160678812,719,1312,2702,672,56372,67249,1803027,341184,10070,206
160708663,27,76,126,74,3902,4628,144100,5735,1379,11
161042969,284,196,386,677,21959,24295,713940,14534,9484,46
161065729,67,21,79,105,4760,4587,205645,0,2160,8
161271876,116,73,127,113,6532,7946,306949,10062,3080,13
161388601,65,29,100,88,3842,3799,123680,400,1195,8
161857389,107,98,131,202,9005,8937,377538,473,4207,18
162077924,442,757,1601,186,36131,44337,1106298,64124,5525,123
162212417,37,99,148,21,4118,4628,97144,11058,611,15
162248459,28,58,124,30,3393,4301,84681,3086,691,12
162264861,52,34,51,154,3208,3587,107795,3252,1390,6
162324892,157,86,207,134,9616,9929,311013,11911,4273,21
162539779,46,30,48,76,2998,2975,105671,0,1572,6
162588284,53,51,111,44,4682,5359,102085,2533,1238,11
162798699,120,54,114,376,10060,9723,346583,1738,5297,17
162903262,21,28,26,120,3088,3458,67253,1755,1120,6
162932095,45,71,190,30,4108,4733,141056,33809,1402,11
163009603,18,27,25,19,2358,2052,63709,1325,1058,5
163076668,38,65,156,5,3068,4087,153413,15410,666,11
163130959,15,25,49,17,1312,1468,24836,10569,116,5
163221251,18,43,61,13,1200,1724,46814,2006,167,6
163282317,37,87,143,46,3082,4113,97826,4058,776,10
163392533,31,30,35,36,2936,3163,108485,0,1970,5
163404029,75,66,134,103,4998,5811,175403,0,1562,14
163412639,152,76,139,152,9213,9423,302138,11851,3924,17
163416086,50,33,61,218,2713,3049,124355,2851,1187,6
163471202,40,32,77,39,2697,2622,126201,20433,1230,5
163497368,262,162,346,539,22989,24483,785090,9972,12100,40
163587550,319,509,1256,308,26349,33635,936373,43292,5749,91
163642621,18,91,120,14,2374,2878,58755,9361,230,9
163687428,14,52,121,10,2363,2836,51755,8781,167,8
163728684,75,53,109,62,3824,4135,218156,0,1245,8
163879323,109,210,423,44,8989,10503,258416,49128,1062,36
163883162,73,122,341,35,6945,8317,184399,33767,941,23
164184925,24,44,61,11,2025,1931,47029,0,312,7
164197101,25,33,45,17,1909,1781,49922,0,355,5
164340149,1,57,50,2,985,1173,20094,19971,121,6
164426037,22,77,133,22,2173,3180,100515,0,443,9
164431751,41,49,132,13,2805,2999,77017,20354,327,8
164530809,278,486,1320,256,28003,32875,910158,46242,4939,91
164532005,3277,1452,3281,4946,221063,221828,8520119,28321,112263,373
164536353,98,177,334,136,12152,13503,325259,47480,3733,32
164624202,52,70,42,90,3130,3723,122897,2513,1284,8
164685175,218,151,257,307,21613,21339,580146,17411,9446,36
164817840,18,25,96,25,2258,2765,37947,38822,272,8
164843936,30,96,121,31,2586,3287,70063,16769,404,10
165082698,55,47,108,144,4529,4803,163025,10707,1658,10
165086162,62,118,225,149,6353,7706,219027,10627,1869,20
165111336,113,257,455,96,9948,12287,350937,13580,2071,34
165158280,16,52,45,12,2674,3045,54011,0,818,8
165286316,150,229,423,163,10571,10980,398606,10801,3091,31
165342427,54,81,197,54,5230,6146,215180,39817,2086,16
165576616,28,57,111,18,1697,2281,77474,0,332,6
165839292,146,175,291,209,14086,15806,493554,10031,5596,35
166178728,103,76,200,88,5674,7007,278178,2518,2308,13
166458146,1203,370,1243,1996,75137,77879,2615018,21830,37366,134
166546894,65,88,181,9,3975,5337,197161,9476,1915,13
166737610,53,92,187,35,7254,8135,204539,16823,2567,19
166803464,15,26,74,2,1349,1649,48046,350,202,5
166811106,34,41,107,37,1872,2258,75502,11688,183,7
166812606,68,125,283,53,6380,7696,162094,13586,899,21
166832118,66,88,158,28,4013,4666,198339,12921,751,14
166934730,25,39,133,28,2680,3346,108838,2877,673,9
166947600,33,21,49,48,2092,2356,77912,0,689,5
167012220,66,32,75,134,4665,4240,118148,328,1435,8
167054382,56,42,68,95,4362,4913,191583,3739,2243,9
167072778,225,413,813,221,19224,22411,607097,43367,3396,68
167089344,67,36,83,47,3750,3641,166173,4014,1958,7
167200004,47,87,188,74,4031,5035,169585,9725,1181,14
167346323,26,29,38,92,2019,2413,82745,0,1115,5
167372590,208,195,281,581,18792,19410,585541,3550,7690,37
167557466,7,44,50,15,1981,2218,48932,6698,451,8
167593428,27,155,172,21,3956,4227,106009,7696,278,19
167648978,30,62,79,80,3297,3280,79810,3216,657,12
167732534,134,129,190,251,8800,10005,310106,5903,3213,20
167861743,86,35,54,95,4543,4248,159359,0,1678,8
167899170,38,22,78,44,2814,2695,111988,2213,1230,5
167947980,24,34,109,8,1831,1983,63079,2450,257,5
168028715,1613,976,2112,3474,118464,121171,4214459,78825,55788,227
168059543,33,27,76,34,2584,3111,106238,7864,838,6
168089239,29,39,49,15,2581,2735,85706,360,854,6
168108415,39,20,39,72,2380,2731,103009,0,1305,5
168148963,16,55,70,61,1944,2491,61457,8668,476,8
168340162,526,207,555,589,32101,33711,1082536,29460,15406,57
168385950,176,110,175,323,10586,11445,465176,879,6232,19
168536493,88,71,97,256,6257,6985,217802,1800,3398,13
168738371,60,73,112,97,4147,5028,196390,1770,1618,11
168740953,61,206,212,27,6463,7417,225748,4354,714,29
168785654,88,112,305,152,7451,8980,333203,16463,2613,21
168798737,12,31,44,32,1473,1848,59767,0,685,5
168829831,34,94,148,21,3481,4361,102585,4243,388,16
168846343,44,29,62,65,3110,3511,164522,1536,1338,6
169025618,787,969,2867,1902,97505,106784,2935230,301778,42212,245
169029249,26,42,87,7,1468,1560,50716,16130,174,5
169076902,21,46,113,51,2424,2693,90793,142,690,7
169141480,75,138,321,79,5562,7489,266168,27021,1177,18
169181898,790,458,1091,1082,58611,55209,2197127,140301,28648,109
169359249,1173,641,1793,1986,93002,94081,3599754,100271,51930,170
169416589,28,42,52,53,2938,3301,83523,392,1377,7
169591353,35,90,158,82,5151,6591,129362,8471,1763,16
169672157,363,459,960,202,32393,37665,1032427,22031,10670,84
169675045,32,29,118,8,3460,3825,80812,5980,960,9
169756712,38,131,225,35,4496,5621,141854,3300,616,18
170015620,58,37,100,103,4670,4774,181040,6260,1865,10
170041034,53,20,50,98,3147,3189,117616,0,1391,6
170112438,15,26,82,38,1982,2158,64902,4022,533,5
170204396,106,132,366,100,9956,11610,316866,27417,3092,28
170244408,95,173,469,63,10408,11449,255430,11928,1524,35
170398800,190,105,254,238,12431,13441,451444,4967,4728,25
170437473,60,30,140,106,4204,5311,146969,6696,1481,10
170532209,83,58,189,155,9970,9428,284662,3202,4889,18
170534453,28,29,85,12,1601,1909,47085,0,94,5
170614144,29,20,44,56,2453,2950,73863,93,798,5
170711479,516,230,529,426,30656,34857,1128032,11215,13789,56
170869064,34,61,145,10,2883,3566,92811,7691,429,10
170956571,15,55,105,15,2220,2211,68491,1800,218,8
171211166,503,246,613,1252,39307,39167,1364805,19776,19520,67
171320790,143,333,690,64,16978,18803,481029,88414,3434,58
171345274,39,151,246,67,5945,6824,149283,41132,1144,20
171347136,127,98,142,193,10247,10990,277011,1976,5072,18
171597637,128,79,132,293,9440,10160,315255,612,4682,16
171627713,52,99,178,27,4705,5113,128757,20526,751,17
171775246,860,449,865,1338,57804,59528,2365460,21792,30415,105
171981096,226,91,211,363,13946,13840,612577,1884,6362,25
172298224,176,143,252,362,12436,13168,437944,611,4793,26
172308675,24,45,137,28,3374,3554,137794,38077,1478,9
172424257,1459,862,1945,3283,113648,115800,3905917,66448,50759,223
172442701,12,48,83,5,1465,1878,52029,19645,249,6
172640013,25,18,83,35,2328,2573,61319,4504,774,6
172656003,43,26,58,35,3497,3343,77509,3829,876,7
172781504,26,71,147,15,3706,4126,85277,13500,521,14
172808004,31,26,90,23,2282,2231,76332,0,646,5
172844621,26,36,57,64,2236,2185,67011,2070,542,6
173034254,16,79,47,13,1402,1820,66985,4972,257,6
173243564,50,105,182,137,6590,6934,153317,10713,1981,18
173249365,36,44,115,22,2154,2583,73724,10375,323,7
173299204,20,34,42,69,2465,2484,83613,0,1198,5
173441834,123,241,383,211,9844,11698,365821,20267,2324,31
173476224,293,582,1301,268,31218,38271,885126,81884,7826,97
173513348,64,35,56,200,3098,3392,171608,4037,1516,7
173580642,94,70,207,81,5167,6156,206844,20227,1337,13
173652534,232,203,365,220,12558,14614,563807,5139,4461,29
173788531,49,38,74,77,3832,4200,170214,0,1408,8
173789755,22,40,52,25,2231,2376,78583,99,774,6
173812218,567,1093,2300,680,49357,58890,1715875,62207,10994,158
173836078,107,77,189,221,8791,8819,426623,9374,3544,16
173880329,1967,1276,2145,3001,140691,145873,5266310,88737,71075,261
173916069,558,392,833,1140,31149,37940,1405346,33082,11678,67
173971950,21,21,45,75,2410,2453,64283,12409,944,5
174450569,154,145,209,461,13708,14598,436626,2028,6515,30
174766484,15,26,83,21,2484,2521,48178,3159,381,7
174833121,334,520,1238,325,28898,39063,906743,101357,5307,109
175057685,29,30,48,42,3001,2938,43726,7089,671,7
175105750,196,199,539,450,15068,16616,634950,16263,5654,41
175401611,21,34,42,1,1402,1716,42094,0,261,5
175422910,50,76,210,58,5521,6944,219593,50417,1963,14
175463659,1530,741,1551,3640,120437,124015,4010340,66610,64832,198
175538337,381,327,559,833,33296,34643,1128334,40553,16518,67
175578839,101,58,112,177,6589,6945,263214,1477,3487,12
175630389,95,150,249,116,5714,7219,244548,13766,970,18
175650369,76,62,209,5,4092,4864,148474,0,442,13
175961571,67,80,225,35,4250,4960,172719,28830,609,15
176027962,27,47,84,23,2336,2647,76905,3881,323,8
176052293,19,48,108,17,2675,2865,60783,2500,504,10
176139572,158,129,208,337,10980,12002,395424,2846,4768,21
176184718,89,190,368,104,9071,10074,262623,22269,1566,30
176319983,31,53,158,33,3120,3913,102714,4311,508,12
176320695,64,68,175,72,4157,5066,162382,8106,1344,11
176474890,29,23,81,123,3583,4276,116960,5791,1546,7
176502766,76,108,316,92,6484,8053,255111,24518,1602,20
176552562,64,95,147,48,5338,5946,210573,7326,1884,15
176752974,43,98,202,112,4260,5152,157807,6251,590,16
176961039,44,47,89,115,4318,4778,218871,237,2135,9
176988393,775,849,2080,796,63363,73376,2523187,91113,29136,154
176996872,359,655,1467,295,32613,40439,869418,167461,4435,120
176999191,156,182,527,68,13988,15864,466400,17865,4528,35
177085220,1675,919,1803,2558,120744,123897,5017280,45623,60962,201
177411785,1278,631,1896,3905,110338,113620,3811684,212135,54782,204
177416702,1610,838,2118,3384,136037,138201,4802109,55187,72799,234
177560267,97,144,311,197,7630,8724,304254,8100,2582,24
177648913,889,488,1236,1743,76712,79534,2522797,22468,40228,142
177888921,76,126,236,44,5283,6441,167741,15422,738,20
178032556,691,349,753,857,43218,46208,1679366,60319,25133,73
178086004,26,36,96,5,2088,2366,46879,1004,183,7
178096221,409,310,572,1039,32238,31536,1203262,26717,16376,63
178134364,42,91,150,55,3239,4574,122573,10385,724,11
178136818,45,40,86,81,2550,3087,109827,18412,1059,6
178366364,340,186,392,511,22498,22734,944358,9010,9886,41
178633570,64,42,113,38,3095,3192,142326,3264,929,8
178638015,209,235,502,308,16420,19125,616371,70557,5859,40
178894519,16,42,72,10,1822,1867,54675,0,432,6
179006501,56,31,74,88,2822,3463,134216,0,890,6
179510301,58,36,47,93,2802,3076,135078,1446,1386,5
179603165,26,42,67,100,2831,3268,73250,758,854,7
179628581,336,243,430,575,24710,24539,866568,44667,12645,53
179773256,595,786,1823,892,57511,67357,1917167,149353,22118,141
179893539,72,32,96,144,4358,4673,216688,121,2366,8
180012313,1072,869,1634,3100,95872,94614,3653657,75015,50672,180
180319008,37,42,94,76,3067,3627,148725,14699,1489,7
180494802,14,14,71,18,1895,2337,59997,5230,542,5
180950681,26,57,135,15,2964,3300,87288,8340,493,10
180989715,30,43,36,18,2220,2940,63210,420,540,6
181092754,208,116,209,337,18325,19263,469059,867,8353,35
181288255,35,36,91,100,3316,4059,103575,25296,1574,8
181351015,69,87,240,150,6589,7147,176095,6564,1009,19
181522128,72,128,213,94,6192,7034,215596,16430,1778,21
181532808,72,87,142,133,5846,6803,243228,13661,2404,14
181716137,759,368,847,1213,46392,48751,2233690,17957,26324,81
181894940,23,25,68,15,1598,1893,46370,8748,171,6
182124164,56,55,86,88,4955,5110,169777,482,2346,10
182140591,14,57,112,12,1877,2861,48467,803,131,9
182325064,130,83,195,305,12921,13803,400229,25920,5622,24
182331313,909,1702,4185,352,84335,109071,2924139,227845,14912,300
182439266,126,101,195,257,8575,10070,296387,25883,3508,21
182453454,77,45,72,86,3578,3507,146081,6126,1341,7
182492319,152,385,607,125,14032,17866,401786,6715,2254,53
182993582,858,1541,3673,760,76984,93691,2410728,289209,12392,276
183066915,105,23,109,350,6699,6706,239400,5870,3011,11
183109752,69,27,58,31,3347,3563,172337,1484,1495,6
183146482,118,103,153,255,10736,10723,392911,5718,5339,20
183990855,60,116,115,80,6188,6507,176397,4557,2276,18
184097116,48,162,224,44,5573,6667,173038,25996,1128,20
184138153,100,176,362,175,10462,12385,373764,29344,3814,27
184401181,86,109,147,97,6737,7890,247523,625,2791,16
184445673,16,45,73,42,2730,3485,87493,7761,1186,7
184689538,27,32,99,27,2774,3034,82902,4670,849,7
184847685,22,44,60,21,1922,2339,60365,0,434,6
184898722,70,117,85,113,6504,7211,205181,1021,2118,17
184950344,2655,2298,4502,4593,194808,205892,8034231,216483,90640,406
185177421,86,57,104,157,5603,5829,215879,8327,3093,12
185202677,703,498,674,1187,58187,57596,1909078,4093,28845,99
185320177,24,51,94,20,3072,3660,83390,19900,1118,8
185476133,16,84,79,13,2342,2779,84737,0,706,8
185646215,36,91,130,42,2843,3292,110847,0,440,11
185655927,35,55,113,4,2780,2448,87076,29587,542,8
185868854,44,134,201,12,4163,5154,128196,7270,710,18
185987976,49,97,134,24,3214,3801,145352,7139,511,12
185996267,46,88,174,20,3445,4582,127359,2956,617,12
186226836,14,38,27,32,1796,2281,44238,3080,387,7
186627166,929,656,1379,2202,82098,81501,2877925,53661,41344,158
186759360,50,98,204,61,3761,5859,171950,34234,535,14
186771954,88,73,92,168,8885,9389,231033,420,4253,14
186837494,168,430,889,132,18045,21501,548302,144384,2304,74
186903333,47,48,57,83,5077,5623,138642,546,2304,10
186939694,169,321,727,97,14165,17920,453956,41702,2057,56
186977347,1176,549,1346,2260,88196,92181,3249020,20569,43116,154
187118706,66,42,132,68,4463,4329,169649,5494,1709,9
187191278,122,85,113,233,8381,9237,298771,15811,4187,17
187251696,40,114,166,25,4243,4804,141834,12157,567,18
187460462,50,17,55,45,2919,3379,122275,0,1254,5
187523890,2,45,17,19,1276,1565,22813,210,92,8
187531936,96,53,113,173,5170,5461,193349,2925,2054,10
187573416,389,225,539,747,25452,28184,1167398,26253,13807,50
187583696,88,49,138,47,5208,5445,250948,8736,1967,10
187619311,1353,2028,5324,2570,153646,175697,5412471,315986,60209,406
187758589,89,136,358,40,6180,7680,214293,73705,555,24
187824320,321,582,1292,262,26154,33557,806026,165712,2281,107
187950048,130,131,210,306,9659,10756,411609,1140,4778,19
187952007,308,175,447,548,24542,24238,791656,9822,12357,44
188018316,98,63,93,253,8375,8602,249025,759,3255,17
188024905,105,268,501,169,9391,12593,362628,11782,1425,37
188156551,30,28,48,16,1856,2064,45754,0,418,6
188211412,59,104,155,73,4907,5681,157583,6595,1371,15
188238146,46,42,81,46,2389,2374,92149,1500,584,5
188423794,19,17,29,63,2198,2453,103174,0,1107,5
188594577,29,56,118,14,2190,2823,91059,2083,417,8
188844330,38,227,200,19,5460,5728,154827,28488,731,26
188884494,323,215,485,658,28422,28220,960920,33483,14053,49
188894814,21,39,88,14,1420,1584,51710,5779,136,6
188958256,35,59,146,27,3107,4074,116214,18820,443,12
188972713,165,218,811,198,14960,18199,518042,9334,2475,49
189102477,36,32,82,99,2109,2527,83953,0,715,5
189191680,16,27,82,43,1501,2090,64266,1437,283,5
189283738,23,72,89,24,2172,3141,63767,3492,225,9
189325217,121,118,215,286,9603,10250,386301,3935,3975,21
189326890,44,18,60,115,2780,2805,109011,1158,1242,5
189350876,24,49,121,22,2534,2782,70613,10434,394,10
189398048,589,434,684,1926,44925,48045,1682422,30220,22666,85
189399365,62,203,343,94,7863,9610,242176,19847,2300,27
189453428,205,206,373,154,12279,14668,544116,31357,4695,31
189523689,10,28,36,16,1247,1675,33265,0,285,5
189525069,33,85,177,35,4626,4806,125479,25859,870,17
189564374,22,60,109,5,3280,2995,70154,8815,399,10
189638017,39,65,76,55,3781,4201,135699,4843,1208,12
189655239,30,32,108,6,1845,2125,121147,10809,710,5
189708209,412,263,459,685,28207,29223,1144888,34075,12580,54
189894359,45,23,59,35,2093,2398,76009,0,624,5
189993240,217,96,156,293,12822,13072,438706,7631,4975,21
190032202,65,47,82,353,4960,5222,214977,122,2637,11
190070708,53,71,80,171,5974,6329,199856,0,2426,13
190139133,50,80,71,190,6242,6779,158397,387,2518,16
190157493,36,38,99,13,2286,3152,78373,2291,373,8
190205521,11,14,59,4,1397,1484,21231,5201,57,5
190327277,21,72,167,50,2821,3719,102872,750,629,11
190826739,273,89,310,526,15217,15800,687861,1396,7783,26
191415445,10,30,35,38,1815,2207,59003,2748,559,6
191458152,79,59,100,294,7900,8604,231365,487,2978,16
191574728,64,118,250,41,4976,6375,206270,24605,1103,17
192651991,157,147,354,171,11530,12934,453367,5113,4313,27
192659316,96,74,276,75,7404,7946,278442,0,1996,18
192761233,26,112,193,24,2628,3554,94703,2499,320,11
192777666,478,135,398,845,28084,27472,1005015,41200,11898,45
192877404,262,137,180,273,11804,13174,692060,3948,5473,23
192914280,1643,1347,2594,2215,132190,140429,5005100,124994,60336,251
192981126,260,161,281,507,17423,18388,623136,8175,9126,32
193171927,44,55,108,26,2186,2666,115072,136,689,5
193418507,40,33,57,96,5114,4772,155982,0,2908,7
193608560,57,25,82,105,3813,3943,157823,0,1937,6
193704726,227,128,308,483,15176,16480,728496,1908,7878,28
193774855,88,59,87,144,4198,4844,243119,0,2095,8
193862584,16,24,68,19,1140,1288,47897,4485,195,5
193884241,305,231,510,295,22475,24303,946572,8564,8716,48
194027237,47,86,145,79,4383,5560,172130,4282,1654,12
194057091,18,42,73,12,1690,1948,50339,6050,163,6
194064932,37,89,116,53,2735,3282,95279,599,665,9
194188265,40,72,111,28,2592,3725,116433,0,433,11
194437343,55,50,114,98,4064,4697,113175,2903,1406,10
194510800,55,73,147,79,4295,5536,195848,0,1879,10
194521913,1693,877,2437,4296,145445,142538,4516192,114729,68390,264
194560385,17,30,86,22,1574,1791,47013,160,154,5
194624542,539,690,1454,791,53429,61945,1672369,78050,18634,142
194672667,420,269,533,1197,32351,32892,1289615,5100,17295,62
194673410,475,243,619,671,38363,37908,1140048,11359,16862,71
194710965,205,128,222,399,14400,15252,536679,5924,7081,26
194818271,1007,424,1194,1588,64451,65534,2539887,62263,30088,114
195086253,63,41,65,204,4000,4124,168537,10116,2035,8
195254520,104,54,93,148,6484,6281,294662,4373,3927,10
195454861,282,131,251,486,21307,20867,713853,3251,8712,37
196012404,169,110,235,225,11638,11606,533052,80056,6370,22
196134535,17,38,63,4,1286,1555,47336,824,157,5
196195938,60,113,250,146,6164,7454,226823,28961,2014,17
196225317,25,59,135,13,2605,3482,80950,4740,456,9
196228187,283,663,1148,243,24524,30494,888825,111040,6035,83
196331985,50,47,88,130,4246,4488,182853,822,2184,9
196417470,184,139,186,283,14949,14997,574699,10750,7530,25
196490133,417,247,453,647,28315,28843,1079323,14935,14181,50
196546726,52,47,89,93,4947,5012,160241,3698,2577,10
196569761,59,51,68,153,3932,4471,171642,1260,2129,8
196611556,27,36,108,66,3033,3970,87337,929,796,10
196698852,82,41,109,213,5819,6207,270565,0,2659,12
196835165,8,45,36,24,2042,2561,44409,698,168,11
196879301,139,348,628,125,11316,15472,380092,40556,1556,40
196909055,47,37,59,69,2976,3625,116664,0,1067,7
196931374,583,483,906,833,47546,46846,2074371,48528,23211,88
197095111,35,36,33,86,2927,3314,74150,160,1374,6
197547532,14,33,108,31,1982,2716,73540,14344,300,8
197552016,55,109,218,60,4755,5811,153543,9847,1153,16
197737818,38,42,62,70,2601,3109,103521,1967,1444,7
197813893,50,46,78,90,3743,4122,132013,2790,1518,8
197849259,186,400,821,201,17217,21932,521435,27456,2379,63
198455581,141,134,329,276,14025,15740,478474,11148,4524,34
