,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,courier_kills,observer_kills,sentry_kills,ancient_kills
129852226,6.222222222222222,4.222222222222222,4.555555555555555,16.0,572.1111111111111,560.4444444444445,17458.88888888889,251.66666666666666,305.0,2.0,0.0,44.0,0.0,5.859269209999999,37950.0,21.0,917.0,0.0,2.0,2.0,213.0
129870089,6.6923076923076925,4.769230769230769,7.230769230769231,21.307692307692307,492.2307692307692,521.2307692307693,22026.53846153846,0.0,264.15384615384613,1.0,0.0,71.0,0.0,6.81389592,36237.0,19.0,963.0,0.0,6.0,3.0,103.0
129944394,2.357142857142857,4.928571428571429,8.071428571428571,3.0,298.85714285714283,337.0,7664.428571428572,320.85714285714283,86.85714285714286,1.0,21.0,68.0,10.0,7.889331179999999,2349.0,5.0,213.0,0.0,1.0,0.0,4.0
130027499,2.2222222222222223,4.722222222222222,9.833333333333334,2.8333333333333335,327.72222222222223,338.8333333333333,6898.444444444444,391.0,100.16666666666667,0.0,0.0,17.0,0.0,0.91666667,469.0,1.0,77.0,0.0,0.0,0.0,7.0
130036927,3.4,6.4,8.2,2.4,239.6,280.0,7045.0,86.8,26.2,1.0,49.0,14.0,48.0,2.2705553399999996,2272.0,1.0,30.0,0.0,4.0,1.0,0.0
130049546,4.235955056179775,4.943820224719101,7.898876404494382,7.146067415730337,421.314606741573,450.5056179775281,11940.561797752809,197.48314606741573,159.30337078651687,2.0,25.0,328.0,7.0,29.52838336,60827.0,34.0,2141.0,0.0,23.0,6.0,215.0
130097658,6.9375,3.8125,8.6875,10.4375,608.5,586.0,20316.1875,68.75,268.3125,2.0,16.0,57.0,8.0,9.707012070000001,37499.0,22.0,1365.0,2.0,10.0,10.0,103.0
130291279,3.9411764705882355,5.0588235294117645,8.470588235294118,5.411764705882353,357.1764705882353,420.29411764705884,12618.411764705883,487.70588235294116,109.05882352941177,1.0,3.0,102.0,4.0,8.074997399999999,16684.0,13.0,498.0,1.0,7.0,4.0,24.0
130291678,4.222222222222222,3.888888888888889,14.444444444444445,4.555555555555555,409.3333333333333,447.22222222222223,14398.444444444445,868.3333333333334,169.44444444444446,0.0,0.0,50.0,0.0,4.2572445000000005,3158.0,4.0,408.0,0.0,3.0,0.0,7.0
130327734,6.294117647058823,4.117647058823529,9.235294117647058,12.588235294117647,463.05882352941177,490.29411764705884,16109.470588235294,209.58823529411765,239.8235294117647,0.0,5.0,127.0,0.0,10.62906138,45063.0,30.0,1424.0,1.0,3.0,4.0,295.0
130399338,4.571428571428571,6.571428571428571,11.714285714285714,3.0,260.0,336.57142857142856,8406.0,409.0,25.571428571428573,3.0,19.0,58.0,7.0,5.01100327,1277.0,2.0,43.0,0.0,2.0,4.0,0.0
130574494,9.176470588235293,5.352941176470588,11.764705882352942,14.176470588235293,510.11764705882354,632.5294117647059,22762.0,71.52941176470588,221.47058823529412,3.0,0.0,107.0,1.0,10.499211329999998,31733.0,23.0,971.0,2.0,10.0,12.0,160.0
130838363,3.875,5.375,6.0,15.0,387.625,371.375,8526.25,0.0,220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130856274,3.4285714285714284,7.285714285714286,17.857142857142858,3.2857142857142856,292.42857142857144,401.2857142857143,11893.714285714286,0.0,58.42857142857143,1.0,120.0,41.0,103.0,3.81842752,1969.0,0.0,56.0,1.0,14.0,28.0,0.0
130921377,4.818181818181818,3.909090909090909,5.818181818181818,13.545454545454545,501.72727272727275,531.3636363636364,9813.0,55.09090909090909,272.54545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131237305,4.050420168067227,5.546218487394958,15.218487394957982,4.781512605042017,403.3613445378151,439.38655462184875,7736.142857142857,1454.218487394958,70.50420168067227,0.0,57.0,22.0,46.0,4.49430944,2905.0,4.0,149.0,0.0,6.0,5.0,3.0
131528055,8.0,4.444444444444445,11.0,13.555555555555555,509.22222222222223,594.4444444444445,24165.11111111111,43.888888888888886,174.44444444444446,0.0,10.0,20.0,0.0,6.28206581,30464.0,14.0,475.0,0.0,2.0,2.0,119.0
131588917,3.25,4.416666666666667,14.416666666666666,2.0833333333333335,272.0,329.75,9319.5,0.0,30.833333333333332,1.0,104.0,64.0,86.0,6.92515914,3780.0,4.0,99.0,3.0,13.0,4.0,4.0
131687728,3.3333333333333335,8.444444444444445,15.444444444444445,1.0,297.44444444444446,380.44444444444446,12047.111111111111,1911.2222222222222,49.666666666666664,1.0,110.0,42.0,113.0,5.62602329,9091.0,6.0,35.0,1.0,38.0,9.0,1.0
131763884,8.785714285714286,3.5,11.071428571428571,13.928571428571429,541.7142857142857,566.5,23183.571428571428,48.214285714285715,214.07142857142858,1.0,0.0,70.0,0.0,8.40139149,59732.0,30.0,836.0,1.0,2.0,3.0,217.0
131768153,2.6666666666666665,4.5,13.833333333333334,3.0,279.4166666666667,320.75,6307.5,994.0833333333334,46.083333333333336,0.0,70.0,80.0,53.0,7.00839187,5944.0,7.0,109.0,0.0,12.0,6.0,1.0
131800334,3.7333333333333334,6.533333333333333,10.4,4.6,318.1333333333333,354.8,10317.866666666667,231.33333333333334,57.266666666666666,2.0,67.0,76.0,38.0,9.87295338,22991.0,8.0,168.0,2.0,9.0,12.0,2.0
131820729,2.3333333333333335,7.666666666666667,9.833333333333334,5.0,369.5,427.0,9967.666666666666,346.1666666666667,116.33333333333333,1.0,8.0,17.0,6.0,3.4379191000000002,6514.0,5.0,144.0,0.0,0.0,0.0,26.0
131959080,4.4,6.4,5.2,11.0,397.2,504.4,15260.2,0.0,144.4,0.0,0.0,15.0,1.0,2.60303025,1122.0,1.0,225.0,0.0,2.0,1.0,0.0
132122586,3.25,6.0625,12.625,1.375,256.125,290.625,6880.4375,1379.5625,47.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132155688,4.0,6.818181818181818,12.363636363636363,2.272727272727273,302.6363636363636,370.90909090909093,10959.454545454546,1028.2727272727273,56.09090909090909,2.0,51.0,72.0,35.0,6.600551799999999,4694.0,1.0,72.0,0.0,9.0,3.0,2.0
132409137,4.8,8.0,15.6,1.0,270.6,261.8,7645.6,521.6,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132511698,7.875,5.625,12.0,12.25,441.125,501.0,19754.0,267.75,222.5,0.0,0.0,46.0,0.0,4.47006094,11026.0,11.0,435.0,0.0,3.0,3.0,97.0
132538905,5.0,4.4,9.2,10.4,484.0,521.4,18944.2,23.0,259.4,1.0,0.0,32.0,0.0,2.89346777,26232.0,12.0,530.0,0.0,0.0,3.0,159.0
132572732,4.235294117647059,5.470588235294118,10.647058823529411,9.529411764705882,388.47058823529414,461.05882352941177,13221.588235294117,1309.7058823529412,158.35294117647058,1.0,4.0,110.0,0.0,9.80446245,10556.0,9.0,776.0,0.0,7.0,8.0,80.0
132579317,8.294117647058824,6.294117647058823,9.647058823529411,8.235294117647058,468.11764705882354,503.8235294117647,18495.941176470587,100.11764705882354,174.8235294117647,2.0,24.0,121.0,10.0,10.17463083,30059.0,14.0,628.0,2.0,6.0,3.0,80.0
132591419,4.2,9.8,11.8,10.8,381.2,402.2,14711.2,171.2,110.0,1.0,23.0,41.0,36.0,3.2608974399999995,5779.0,5.0,85.0,0.0,7.0,4.0,0.0
132764779,9.0,6.5,12.0,10.25,573.75,596.875,24314.875,0.0,267.625,1.0,2.0,32.0,0.0,4.995697659999999,35320.0,17.0,791.0,0.0,4.0,5.0,134.0
132968151,3.857142857142857,8.0,14.857142857142858,1.5714285714285714,279.14285714285717,378.57142857142856,9139.42857142857,730.2857142857143,47.57142857142857,1.0,79.0,11.0,116.0,4.28443232,710.0,2.0,66.0,0.0,15.0,8.0,2.0
133061292,7.375,3.625,14.375,20.125,462.25,538.0,17176.75,354.25,135.375,1.0,7.0,38.0,8.0,4.87594876,15094.0,13.0,196.0,0.0,4.0,2.0,39.0
133066657,5.615384615384615,4.0,8.923076923076923,8.76923076923077,448.15384615384613,497.2307692307692,15829.0,0.0,194.53846153846155,2.0,1.0,55.0,0.0,8.073040709999999,30295.0,26.0,370.0,1.0,11.0,5.0,86.0
133519250,3.4,6.1,8.4,10.2,355.7,413.1,11506.4,124.3,119.9,0.0,0.0,18.0,0.0,5.36979001,9508.0,8.0,260.0,0.0,1.0,1.0,0.0
133640041,2.888888888888889,4.666666666666667,18.11111111111111,2.6666666666666665,258.77777777777777,363.22222222222223,12419.0,1407.7777777777778,38.111111111111114,1.0,152.0,54.0,94.0,5.5207323299999995,5600.0,2.0,54.0,0.0,10.0,9.0,1.0
133705393,2.0,6.4,13.0,0.8,276.8,322.2,5639.6,366.2,27.0,0.0,43.0,19.0,33.0,2.69162944,1394.0,1.0,8.0,0.0,9.0,3.0,0.0
133750239,8.5,7.333333333333333,10.833333333333334,22.333333333333332,732.3333333333334,758.5,12880.333333333334,646.8333333333334,221.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133807400,5.814814814814815,4.037037037037037,7.037037037037037,15.037037037037036,421.5925925925926,480.48148148148147,15162.888888888889,130.66666666666666,180.96296296296296,5.0,5.0,176.0,8.0,18.51631919,26514.0,18.0,860.0,2.0,9.0,1.0,56.0
133973515,5.882352941176471,4.0,14.411764705882353,9.823529411764707,400.2352941176471,442.11764705882354,12487.29411764706,1167.8823529411766,109.47058823529412,1.0,59.0,138.0,40.0,12.24529219,14364.0,11.0,368.0,1.0,10.0,6.0,39.0
134000388,11.333333333333334,5.666666666666667,11.833333333333334,20.833333333333332,506.3333333333333,519.3333333333334,25598.0,433.0,256.3333333333333,1.0,2.0,45.0,2.0,4.19443049,19919.0,12.0,470.0,0.0,2.0,2.0,136.0
134090881,2.0357142857142856,7.107142857142857,10.25,1.9285714285714286,256.85714285714283,270.57142857142856,6480.5,289.17857142857144,29.857142857142858,1.0,51.0,69.0,35.0,7.447836079999999,1326.0,1.0,32.0,0.0,9.0,6.0,0.0
134112654,3.7142857142857144,6.571428571428571,12.928571428571429,4.642857142857143,388.0,466.07142857142856,12488.285714285714,931.0714285714286,158.14285714285714,2.0,84.0,101.0,94.0,7.597371290000002,19940.0,17.0,414.0,0.0,15.0,11.0,23.0
134398496,10.333333333333334,10.166666666666666,18.0,6.333333333333333,398.8333333333333,491.1666666666667,23239.166666666668,1724.0,83.33333333333333,0.0,7.0,19.0,16.0,3.80894675,9183.0,9.0,65.0,0.0,1.0,3.0,1.0
134497734,1.4,7.0,6.4,3.0,291.0,371.2,11724.2,995.8,93.2,0.0,6.0,15.0,0.0,2.24545456,1089.0,0.0,72.0,0.0,2.0,1.0,3.0
134517038,3.6666666666666665,4.333333333333333,15.666666666666666,2.3333333333333335,302.5,350.0,9721.166666666666,1171.5,61.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134599654,6.5,4.3125,9.375,7.625,435.0,460.6875,14859.5,76.875,140.9375,1.0,2.0,62.0,1.0,5.983902250000001,40693.0,12.0,546.0,1.0,1.0,0.0,41.0
134679634,3.0,6.18,12.42,3.32,335.76,408.7,11046.32,610.56,103.34,3.0,33.0,201.0,22.0,24.64957835000001,21611.0,9.0,743.0,1.0,27.0,15.0,47.0
134697773,6.333333333333333,5.833333333333333,8.333333333333334,12.5,423.5,510.5,17211.333333333332,245.83333333333334,156.0,0.0,5.0,19.0,0.0,2.82058825,6732.0,2.0,170.0,0.0,3.0,2.0,34.0
134749983,4.8,6.0,15.3,2.3,322.5,414.5,12028.7,1313.0,71.8,2.0,71.0,23.0,73.0,5.63172129,6928.0,1.0,30.0,0.0,18.0,9.0,2.0
134808396,9.666666666666666,3.8333333333333335,6.333333333333333,13.0,514.0,587.6666666666666,17099.833333333332,0.0,187.33333333333334,2.0,4.0,34.0,2.0,3.5045948599999996,31040.0,16.0,393.0,0.0,2.0,3.0,51.0
134842343,4.666666666666667,6.666666666666667,6.888888888888889,15.222222222222221,433.3333333333333,467.8888888888889,15152.666666666666,0.0,178.66666666666666,1.0,0.0,21.0,0.0,4.88889595,18831.0,8.0,459.0,0.0,3.0,1.0,71.0
134903105,2.827067669172932,4.81203007518797,11.93233082706767,2.473684210526316,298.812030075188,350.9548872180451,8227.563909774437,1527.9097744360902,76.93984962406014,4.0,76.0,285.0,32.0,31.814018450000006,33679.0,20.0,1138.0,5.0,23.0,11.0,79.0
134995102,13.285714285714286,3.0,8.857142857142858,24.142857142857142,746.8571428571429,802.5714285714286,18940.14285714286,0.0,293.2857142857143,1.0,2.0,15.0,0.0,2.8893790200000002,34235.0,17.0,604.0,0.0,1.0,3.0,118.0
134998971,4.888888888888889,5.777777777777778,6.888888888888889,10.555555555555555,416.1111111111111,477.55555555555554,15466.666666666666,57.55555555555556,171.77777777777777,0.0,6.0,34.0,1.0,5.436188039999999,19778.0,9.0,437.0,0.0,2.0,1.0,24.0
135269619,6.666666666666667,6.333333333333333,7.5,12.0,456.8333333333333,505.0,31424.5,0.0,262.6666666666667,0.0,6.0,39.0,0.0,2.9134088000000005,20430.0,9.0,449.0,0.0,1.0,2.0,59.0
135270298,6.875,4.8125,8.875,4.5,419.9375,505.1875,10113.875,190.75,131.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135407826,3.6666666666666665,4.333333333333333,16.583333333333332,1.9166666666666667,271.3333333333333,328.1666666666667,9319.833333333334,709.5,28.0,0.0,105.0,98.0,58.0,7.55734368,13233.0,5.0,93.0,1.0,9.0,6.0,7.0
135443711,2.7142857142857144,4.428571428571429,8.142857142857142,2.857142857142857,355.42857142857144,349.2857142857143,5688.0,257.7142857142857,74.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135467217,4.0,3.5,12.0,3.125,297.125,296.75,6186.375,303.75,37.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135596324,7.444444444444445,6.555555555555555,6.555555555555555,21.0,509.0,553.1111111111111,17627.11111111111,0.0,175.66666666666666,0.0,3.0,29.0,4.0,4.68936338,11493.0,8.0,389.0,0.0,3.0,2.0,70.0
135673679,4.535714285714286,5.571428571428571,12.428571428571429,9.214285714285714,434.4642857142857,477.64285714285717,16671.285714285714,638.3571428571429,155.10714285714286,0.0,9.0,98.0,7.0,15.718075060000002,36554.0,20.0,1198.0,1.0,17.0,16.0,63.0
135726105,2.4838709677419355,5.080645161290323,10.435483870967742,1.403225806451613,259.7741935483871,279.69354838709677,5259.629032258064,1029.725806451613,49.693548387096776,0.0,8.0,8.0,1.0,0.537037,81.0,0.0,14.0,0.0,2.0,1.0,0.0
135802238,8.0,4.8,9.4,16.3,604.9,624.8,19789.6,762.1,293.1,1.0,2.0,51.0,0.0,5.2642926800000005,70216.0,28.0,1153.0,0.0,6.0,2.0,232.0
135814764,7.2,3.8,12.2,11.6,386.6,473.4,17527.0,0.0,142.6,0.0,8.0,34.0,7.0,3.5642158,5869.0,2.0,174.0,0.0,1.0,1.0,10.0
135951925,7.8,7.2,6.6,10.4,409.0,495.9,22716.7,251.0,146.8,0.0,15.0,57.0,9.0,6.003396619999999,8239.0,5.0,178.0,0.0,15.0,11.0,19.0
135988254,7.0,8.333333333333334,14.666666666666666,12.166666666666666,418.1666666666667,508.0,17715.0,748.1666666666666,168.16666666666666,1.0,9.0,32.0,11.0,3.65425121,16470.0,3.0,298.0,0.0,5.0,2.0,36.0
135991402,7.5,4.166666666666667,11.0,9.5,489.5,431.6666666666667,15519.166666666666,660.0,158.33333333333334,1.0,1.0,27.0,0.0,3.3714197900000005,13277.0,2.0,258.0,0.0,1.0,2.0,40.0
136099804,3.1666666666666665,4.666666666666667,12.666666666666666,2.2222222222222223,276.94444444444446,370.72222222222223,9436.611111111111,83.38888888888889,50.44444444444444,2.0,81.0,172.0,82.0,11.12173192,6906.0,0.0,261.0,0.0,16.0,2.0,11.0
136131344,5.066666666666666,6.233333333333333,13.233333333333333,7.166666666666667,426.76666666666665,486.5,15866.2,597.8666666666667,171.03333333333333,3.0,6.0,154.0,3.0,19.849073310000005,43222.0,23.0,1021.0,1.0,17.0,9.0,126.0
136143447,7.3,3.5,8.1,17.3,533.0,547.3,18806.1,45.0,175.1,0.0,8.0,39.0,1.0,5.00794257,23893.0,14.0,428.0,2.0,7.0,2.0,72.0
136186119,3.664233576642336,7.0583941605839415,14.481751824817518,1.72992700729927,346.57664233576645,381.64963503649636,6419.328467153285,1262.2919708029196,45.25547445255474,3.0,33.0,11.0,37.0,2.3356262500000002,1313.0,1.0,71.0,0.0,5.0,4.0,1.0
136273116,3.411764705882353,4.529411764705882,7.9411764705882355,5.647058823529412,392.4117647058824,423.6470588235294,11849.529411764706,534.5882352941177,144.41176470588235,2.0,6.0,60.0,0.0,10.125915789999999,26378.0,19.0,714.0,1.0,3.0,5.0,34.0
136296149,7.111111111111111,5.0,10.777777777777779,10.333333333333334,491.1111111111111,532.5555555555555,28119.11111111111,116.55555555555556,236.22222222222223,0.0,2.0,47.0,0.0,3.6844648299999996,7482.0,6.0,524.0,0.0,2.0,0.0,28.0
136315650,12.625,4.25,9.75,7.625,547.75,627.75,30162.5,87.875,176.875,0.0,8.0,48.0,0.0,5.15380768,31766.0,16.0,407.0,1.0,0.0,2.0,72.0
136334678,2.857142857142857,5.142857142857143,6.0,8.857142857142858,405.14285714285717,463.0,11555.42857142857,861.8571428571429,136.28571428571428,0.0,0.0,17.0,0.0,4.05098048,6772.0,4.0,203.0,0.0,0.0,0.0,20.0
136335606,4.416666666666667,3.1666666666666665,6.333333333333333,12.166666666666666,510.75,536.1666666666666,14453.666666666666,1316.3333333333333,236.83333333333334,0.0,1.0,26.0,4.0,6.82789502,36877.0,15.0,1134.0,1.0,7.0,9.0,307.0
136349844,4.416666666666667,6.25,8.25,3.75,293.6666666666667,361.0,11675.333333333334,92.5,81.66666666666667,0.0,75.0,95.0,71.0,6.81853841,10025.0,7.0,304.0,0.0,13.0,8.0,52.0
136390858,4.642857142857143,6.214285714285714,9.071428571428571,4.214285714285714,320.57142857142856,368.0,9115.5,745.0,84.07142857142857,1.0,26.0,8.0,7.0,5.18187119,5082.0,5.0,135.0,0.0,2.0,4.0,19.0
136396289,5.333333333333333,4.333333333333333,9.88888888888889,7.0,452.55555555555554,501.44444444444446,11595.888888888889,778.8888888888889,173.44444444444446,1.0,20.0,19.0,35.0,2.24150324,6464.0,7.0,71.0,0.0,5.0,6.0,8.0
136427601,3.590909090909091,4.954545454545454,11.590909090909092,1.7272727272727273,310.8181818181818,330.90909090909093,7723.863636363636,774.2272727272727,58.59090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136447111,3.4814814814814814,6.222222222222222,11.25925925925926,8.777777777777779,328.5925925925926,389.81481481481484,13925.518518518518,131.1851851851852,124.18518518518519,0.0,3.0,192.0,3.0,16.254987059999994,15504.0,13.0,908.0,2.0,12.0,9.0,62.0
136480587,9.4,6.2,9.0,16.6,533.6,557.8,29917.0,119.0,331.0,1.0,0.0,40.0,0.0,3.2076303,25420.0,12.0,457.0,2.0,2.0,3.0,66.0
136536489,9.583333333333334,5.416666666666667,10.833333333333334,6.25,517.25,660.0833333333334,27023.416666666668,90.33333333333333,237.75,1.0,2.0,68.0,0.0,8.1377747,24715.0,14.0,1012.0,1.0,12.0,3.0,160.0
136545411,6.8,7.4,6.8,9.0,466.4,533.8,21731.0,948.6,261.0,0.0,0.0,32.0,0.0,3.5346792000000002,4219.0,3.0,388.0,0.0,2.0,0.0,65.0
136545628,6.8,6.6,8.8,1.2,268.6,312.6,12164.4,764.2,31.4,1.0,53.0,18.0,36.0,4.31247419,28.0,0.0,46.0,0.0,10.0,3.0,2.0
136683492,4.264705882352941,5.764705882352941,8.676470588235293,8.470588235294118,399.52941176470586,440.52941176470586,14082.323529411764,660.9117647058823,156.0,4.0,6.0,105.0,3.0,21.269554309999997,46361.0,24.0,1707.0,0.0,7.0,19.0,190.0
136737280,7.4,4.4,9.5,17.8,566.7,556.3,28746.0,34.8,324.1,1.0,0.0,90.0,2.0,5.8887868899999996,15067.0,10.0,659.0,2.0,6.0,4.0,92.0
136752446,10.833333333333334,3.6666666666666665,10.166666666666666,10.833333333333334,608.8333333333334,651.6666666666666,20582.166666666668,286.3333333333333,274.3333333333333,1.0,0.0,20.0,0.0,2.30251347,15331.0,10.0,481.0,0.0,2.0,0.0,118.0
136844585,2.75,7.0,10.166666666666666,2.25,289.4166666666667,331.9166666666667,8951.166666666666,709.25,43.666666666666664,0.0,46.0,75.0,25.0,8.660918449999999,2109.0,3.0,82.0,1.0,7.0,3.0,0.0
136980762,1.9375,5.5,12.25,1.8125,305.0,392.1875,10038.6875,1386.1875,74.4375,1.0,42.0,88.0,33.0,10.28891576,7168.0,7.0,231.0,0.0,18.0,19.0,14.0
137217992,3.259259259259259,4.7407407407407405,11.0,6.666666666666667,388.9259259259259,479.25925925925924,12489.481481481482,733.4444444444445,171.7037037037037,2.0,15.0,107.0,1.0,15.118187750000002,25426.0,20.0,1275.0,1.0,11.0,17.0,82.0
137227165,5.818181818181818,4.7272727272727275,11.090909090909092,12.545454545454545,437.27272727272725,532.7272727272727,16632.090909090908,279.8181818181818,187.1818181818182,0.0,3.0,62.0,13.0,6.157459429999999,36362.0,13.0,466.0,0.0,0.0,0.0,85.0
137273293,3.3333333333333335,7.0,14.333333333333334,2.6666666666666665,291.8333333333333,315.6666666666667,7278.0,1181.0,31.166666666666668,0.0,21.0,11.0,18.0,1.8,1421.0,0.0,20.0,0.0,4.0,4.0,0.0
137297370,11.11111111111111,3.6666666666666665,10.88888888888889,22.666666666666668,547.5555555555555,614.3333333333334,32257.555555555555,0.0,331.3333333333333,0.0,2.0,112.0,0.0,5.90343663,30468.0,13.0,608.0,1.0,3.0,0.0,79.0
137496334,1.8333333333333333,5.666666666666667,10.0,2.8333333333333335,219.5,236.33333333333334,7138.5,1357.1666666666667,27.5,0.0,22.0,7.0,23.0,1.09090906,5435.0,1.0,9.0,0.0,8.0,3.0,0.0
137733119,10.666666666666666,4.833333333333333,15.833333333333334,17.5,626.6666666666666,687.1666666666666,26621.833333333332,0.0,291.1666666666667,0.0,0.0,54.0,0.0,3.9611487999999997,28057.0,16.0,385.0,0.0,3.0,3.0,123.0
137756790,9.066666666666666,4.866666666666666,11.466666666666667,14.133333333333333,689.1333333333333,691.0,27010.6,0.0,351.1333333333333,1.0,1.0,204.0,1.0,8.045147870000001,73373.0,32.0,1871.0,2.0,4.0,5.0,328.0
137837355,2.6,6.8,9.2,3.8,290.6,298.6,7506.2,160.0,60.4,1.0,15.0,21.0,23.0,3.1441337,6826.0,3.0,91.0,0.0,4.0,1.0,6.0
137855976,4.4,5.7,7.85,10.9,424.5,482.3,16000.7,79.25,198.5,2.0,6.0,108.0,8.0,10.67290473,41599.0,26.0,1225.0,0.0,7.0,4.0,95.0
137916623,5.4,7.8,16.066666666666666,2.1333333333333333,318.2,380.93333333333334,11762.133333333333,729.6,55.733333333333334,2.0,146.0,132.0,87.0,9.116726569999999,4816.0,3.0,250.0,0.0,6.0,8.0,1.0
137944511,7.769230769230769,5.653846153846154,10.23076923076923,15.23076923076923,529.4615384615385,582.9230769230769,21524.076923076922,67.42307692307692,258.61538461538464,2.0,9.0,125.0,4.0,15.947823360000001,54395.0,25.0,2143.0,3.0,9.0,8.0,239.0
138100430,7.833333333333333,5.666666666666667,11.083333333333334,5.833333333333333,454.9166666666667,516.0,20868.333333333332,0.6666666666666666,186.33333333333334,2.0,2.0,59.0,1.0,7.29668513,16255.0,13.0,494.0,0.0,10.0,7.0,90.0
138132437,3.4,7.0,5.0,20.4,322.2,370.0,13228.6,0.0,102.0,0.0,1.0,17.0,0.0,2.88744598,57.0,0.0,126.0,0.0,0.0,0.0,21.0
138255431,2.6,8.2,8.8,1.8,267.4,296.4,7557.6,80.0,33.2,0.0,32.0,24.0,49.0,3.31212121,1279.0,1.0,17.0,0.0,5.0,0.0,0.0
138335951,1.0,8.666666666666666,13.5,1.5,232.33333333333334,274.0,10647.333333333334,0.0,46.666666666666664,1.0,17.0,40.0,5.0,3.48020732,935.0,0.0,34.0,0.0,2.0,1.0,0.0
138767077,3.5,7.375,11.625,15.375,292.5,389.625,13120.125,323.125,96.25,1.0,0.0,29.0,2.0,3.74883424,6613.0,5.0,137.0,0.0,1.0,1.0,3.0
138804702,4.75,4.625,6.375,14.625,459.25,496.25,17400.125,191.625,189.375,0.0,3.0,36.0,0.0,4.858667369999999,12020.0,12.0,337.0,0.0,3.0,3.0,45.0
139098031,6.9375,5.5625,12.0,11.4375,539.5,551.0,16566.9375,310.5625,171.4375,1.0,23.0,81.0,13.0,7.8602083899999995,53458.0,33.0,757.0,0.0,2.0,2.0,90.0
139104469,3.8,6.0,7.6,4.2,390.0,465.6,10588.8,0.0,111.0,0.0,1.0,13.0,1.0,2.9542017499999997,2613.0,3.0,137.0,0.0,1.0,1.0,13.0
139189820,4.666666666666667,2.6666666666666665,3.5,15.333333333333334,445.6666666666667,421.1666666666667,10570.833333333334,805.6666666666666,155.66666666666666,0.0,1.0,13.0,2.0,3.09555556,7825.0,4.0,377.0,1.0,1.0,3.0,68.0
139212760,5.090909090909091,7.2727272727272725,15.363636363636363,2.909090909090909,367.8181818181818,386.0,14351.727272727272,1204.7272727272727,69.36363636363636,0.0,21.0,74.0,30.0,5.84677089,11902.0,6.0,117.0,2.0,11.0,9.0,8.0
139406237,5.458333333333333,5.1875,10.375,12.354166666666666,468.4166666666667,494.6875,16122.104166666666,927.4375,189.27083333333334,4.0,7.0,181.0,4.0,23.527137270000008,71403.0,39.0,2126.0,1.0,15.0,8.0,156.0
139435540,4.875,2.875,12.125,1.375,275.125,326.0,8481.625,930.75,49.125,0.0,68.0,59.0,78.0,5.16111307,7565.0,4.0,149.0,1.0,12.0,8.0,2.0
139458145,3.2,5.2,5.6,7.4,299.4,329.6,11349.2,111.2,76.8,0.0,9.0,23.0,7.0,2.6118873,5364.0,4.0,55.0,0.0,1.0,1.0,0.0
139460025,3.857142857142857,4.142857142857143,7.857142857142857,13.714285714285714,520.2857142857143,522.4285714285714,18582.714285714286,45.42857142857143,289.85714285714283,0.0,1.0,25.0,1.0,4.04495171,2382.0,4.0,905.0,0.0,4.0,5.0,182.0
139756563,6.444444444444445,5.666666666666667,9.444444444444445,7.333333333333333,381.55555555555554,477.77777777777777,22966.88888888889,0.0,160.0,0.0,2.0,68.0,0.0,5.96208783,3032.0,3.0,151.0,1.0,1.0,2.0,17.0
139843709,3.6666666666666665,4.5,7.0,11.5,452.6666666666667,540.3333333333334,12238.666666666666,357.6666666666667,196.0,0.0,5.0,18.0,1.0,3.2509129999999997,2826.0,3.0,373.0,0.0,2.0,1.0,60.0
139985766,5.277777777777778,5.888888888888889,9.685185185185185,10.38888888888889,401.3888888888889,456.81481481481484,16893.11111111111,499.85185185185185,162.46296296296296,7.0,25.0,369.0,6.0,31.754548990000004,58974.0,37.0,2010.0,1.0,37.0,37.0,227.0
140488477,3.0,10.4,15.8,3.6,260.2,315.4,11878.6,282.2,25.2,0.0,25.0,28.0,26.0,3.04889511,3018.0,0.0,20.0,0.0,1.0,7.0,0.0
140666974,5.25,4.3125,12.5,7.625,395.9375,428.5,12972.3125,1054.6875,119.0625,2.0,29.0,73.0,15.0,10.02824873,44599.0,16.0,362.0,0.0,15.0,12.0,65.0
