,kills,deaths,assists,denies,gold_per_min,xp_per_min,hero_damage,hero_healing,last_hits,firstblood_claimed,obs_placed,rune_pickups,sen_placed,teamfight_participation,tower_damage,towers_killed,neutral_kills,courier_kills,observer_kills,sentry_kills,ancient_kills
289435086,3.0,3.8,3.2,13.2,376.2,446.6,7154.6,21.6,138.4,0.0,0.0,18.0,0.0,2.43119754,979.0,2.0,167.0,2.0,0.0,0.0,21.0
289979990,8.153846153846153,5.384615384615385,6.923076923076923,20.692307692307693,550.5384615384615,566.7692307692307,20148.923076923078,64.07692307692308,253.76923076923077,0.0,10.0,54.0,0.0,5.910343340000001,72695.0,31.0,1319.0,0.0,1.0,2.0,295.0
290032204,6.0,8.0,6.8,12.0,414.8,410.6,13938.4,406.2,116.6,3.0,0.0,14.0,0.0,2.368725,4100.0,6.0,63.0,1.0,0.0,0.0,10.0
290313434,2.2857142857142856,7.857142857142857,10.428571428571429,2.7142857142857144,271.57142857142856,335.57142857142856,6634.0,775.2857142857143,40.0,0.0,82.0,13.0,107.0,3.09219414,6178.0,3.0,13.0,0.0,12.0,12.0,0.0
290700636,3.6666666666666665,5.666666666666667,15.333333333333334,3.25,298.8333333333333,379.5833333333333,9694.0,1684.6666666666667,65.25,3.0,68.0,117.0,55.0,8.34692983,4130.0,2.0,235.0,1.0,20.0,5.0,11.0
292276988,5.48,5.48,10.08,6.76,437.64,484.52,14780.08,717.44,174.64,2.0,9.0,155.0,2.0,13.90617304,54266.0,34.0,959.0,1.0,16.0,6.0,67.0
292794726,2.0,7.375,13.75,3.125,256.75,308.5,8077.75,190.0,38.0,0.0,53.0,80.0,49.0,4.98233158,104.0,0.0,46.0,2.0,21.0,9.0,1.0
292829433,6.166666666666667,5.583333333333333,12.916666666666666,12.666666666666666,452.0833333333333,528.5,15059.583333333334,1257.5,154.08333333333334,2.0,1.0,42.0,1.0,7.16958192,34464.0,14.0,385.0,1.0,3.0,4.0,45.0
292877267,3.2,6.3,10.4,10.0,382.7,416.3,10058.0,275.0,149.4,0.0,4.0,91.0,0.0,5.865115829999999,18910.0,10.0,403.0,0.0,1.0,3.0,69.0
292955772,4.2272727272727275,4.7727272727272725,10.0,10.454545454545455,359.45454545454544,390.40909090909093,11140.272727272728,272.22727272727275,134.0,2.0,84.0,136.0,62.0,9.702945070000002,20418.0,14.0,420.0,3.0,13.0,9.0,96.0
293441122,5.333333333333333,6.333333333333333,9.833333333333334,19.833333333333332,440.6666666666667,514.1666666666666,18905.833333333332,0.0,207.0,0.0,0.0,20.0,0.0,3.1472104599999993,15522.0,7.0,454.0,0.0,1.0,3.0,91.0
293768407,12.5,6.625,12.375,12.625,500.75,564.5,31051.75,471.875,260.75,0.0,6.0,44.0,2.0,5.586872359999999,17298.0,9.0,403.0,0.0,4.0,2.0,96.0
293813125,10.8125,5.5,11.1875,19.375,522.875,575.875,28280.0625,350.6875,256.5,0.0,13.0,74.0,1.0,10.43165411,56407.0,35.0,805.0,0.0,9.0,6.0,139.0
294513730,3.8,8.3,13.6,3.8,272.7,354.7,14523.8,448.0,88.9,0.0,51.0,66.0,47.0,5.9733493499999994,6042.0,3.0,208.0,0.0,11.0,6.0,10.0
294681498,6.166666666666667,5.5,13.666666666666666,17.666666666666668,396.3333333333333,465.5,18729.5,0.0,171.83333333333334,0.0,0.0,22.0,0.0,4.43288578,17463.0,8.0,301.0,1.0,1.0,2.0,27.0
294685431,1.0,9.166666666666666,8.5,1.6666666666666667,217.83333333333334,269.5,7158.0,16.5,32.666666666666664,0.0,53.0,35.0,40.0,2.98123309,1341.0,1.0,50.0,0.0,4.0,2.0,5.0
294831141,11.2,4.6,9.6,11.4,461.4,516.2,27637.2,27.0,155.8,0.0,2.0,37.0,0.0,2.49315953,13027.0,5.0,165.0,0.0,1.0,0.0,12.0
294929472,11.0,7.5,9.0,20.5,488.5,582.1666666666666,21828.5,87.16666666666667,168.83333333333334,1.0,1.0,33.0,1.0,3.22445805,12617.0,6.0,289.0,0.0,2.0,0.0,52.0
294943036,2.8,8.2,14.6,3.6,261.2,289.6,7375.0,68.4,42.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295061717,0.4,7.0,6.6,1.6,228.4,240.2,3757.4,27.4,39.2,0.0,11.0,7.0,13.0,1.7222222,0.0,0.0,1.0,0.0,3.0,1.0,0.0
295242583,6.166666666666667,4.833333333333333,10.083333333333334,7.25,337.3333333333333,356.6666666666667,13520.166666666666,399.0833333333333,44.833333333333336,2.0,21.0,44.0,16.0,7.06039275,13569.0,6.0,112.0,0.0,3.0,5.0,9.0
295250336,4.333333333333333,4.666666666666667,20.083333333333332,3.6666666666666665,296.9166666666667,380.75,11814.833333333334,2045.1666666666667,25.0,0.0,98.0,44.0,93.0,6.82052186,7311.0,4.0,25.0,0.0,22.0,21.0,0.0
295566989,4.833333333333333,6.666666666666667,10.916666666666666,4.583333333333333,407.4166666666667,521.1666666666666,14633.25,44.333333333333336,120.08333333333333,1.0,41.0,84.0,23.0,7.31859553,27765.0,12.0,451.0,3.0,6.0,4.0,40.0
295892811,4.285714285714286,6.214285714285714,10.714285714285714,4.142857142857143,334.07142857142856,423.0,12723.857142857143,1166.0,88.85714285714286,0.0,74.0,73.0,61.0,8.93279504,2708.0,2.0,284.0,3.0,18.0,16.0,51.0
296514230,2.864864864864865,5.837837837837838,9.0,2.945945945945946,267.0,352.02702702702703,10397.378378378378,1840.7297297297298,48.513513513513516,3.0,72.0,161.0,55.0,25.231067900000003,8102.0,3.0,412.0,0.0,18.0,15.0,21.0
297195435,3.1818181818181817,4.818181818181818,11.272727272727273,6.909090909090909,340.45454545454544,412.09090909090907,13532.181818181818,716.4545454545455,138.0909090909091,1.0,9.0,65.0,0.0,6.2354609,4382.0,3.0,639.0,0.0,2.0,0.0,63.0
297821433,6.428571428571429,5.142857142857143,8.428571428571429,25.0,466.85714285714283,489.0,15882.0,329.2857142857143,186.42857142857142,1.0,4.0,16.0,0.0,3.8516091899999996,19717.0,8.0,375.0,0.0,0.0,1.0,56.0
298103127,4.714285714285714,6.428571428571429,8.857142857142858,16.428571428571427,462.14285714285717,481.14285714285717,18833.14285714286,766.7142857142857,202.71428571428572,0.0,0.0,35.0,0.0,3.56019007,9097.0,6.0,499.0,1.0,1.0,2.0,94.0
298360885,4.3076923076923075,6.538461538461538,6.6923076923076925,8.615384615384615,350.61538461538464,377.7692307692308,9138.23076923077,648.1538461538462,116.46153846153847,2.0,58.0,39.0,79.0,7.73649636,16329.0,12.0,549.0,1.0,17.0,7.0,103.0
298882097,4.090909090909091,6.136363636363637,9.409090909090908,8.272727272727273,416.54545454545456,466.0,13448.0,111.04545454545455,159.5909090909091,0.0,2.0,160.0,1.0,12.04292676,23716.0,10.0,947.0,1.0,10.0,7.0,73.0
299213834,5.678571428571429,4.714285714285714,8.571428571428571,12.392857142857142,487.7142857142857,508.92857142857144,17713.821428571428,754.6071428571429,229.92857142857142,3.0,90.0,168.0,116.0,14.762565819999999,100144.0,49.0,1447.0,3.0,24.0,27.0,305.0
299314730,7.666666666666667,5.583333333333333,6.416666666666667,17.25,410.9166666666667,438.25,17091.0,468.3333333333333,183.16666666666666,1.0,12.0,41.0,5.0,5.9672592700000004,9151.0,9.0,359.0,0.0,1.0,2.0,43.0
299403816,5.166666666666667,5.666666666666667,8.5,12.166666666666666,502.1666666666667,530.5,17345.666666666668,45.0,250.16666666666666,1.0,6.0,52.0,2.0,3.51862635,14859.0,7.0,394.0,2.0,5.0,0.0,29.0
299934944,4.0,5.4,11.6,8.2,422.2,460.8,8527.2,1282.4,99.8,2.0,32.0,26.0,20.0,2.42939009,12099.0,6.0,73.0,0.0,9.0,7.0,7.0
300489822,7.6,8.4,13.6,6.6,429.2,502.4,25193.0,154.0,152.8,0.0,6.0,21.0,3.0,2.69566458,9796.0,4.0,161.0,0.0,9.0,6.0,26.0
301649000,7.2,4.6,9.6,14.8,540.6,570.2,17229.0,0.0,193.0,0.0,1.0,36.0,0.0,2.6409879199999997,13545.0,7.0,200.0,0.0,0.0,0.0,7.0
301754203,3.2,5.2,16.0,4.5,311.4,346.1,9274.8,498.1,29.7,1.0,99.0,43.0,78.0,5.7224856200000005,10716.0,8.0,19.0,0.0,8.0,11.0,0.0
302223402,6.9411764705882355,5.0,5.647058823529412,25.705882352941178,496.7647058823529,479.5882352941176,14427.64705882353,358.7647058823529,161.7058823529412,0.0,0.0,37.0,0.0,8.44996149,79530.0,31.0,785.0,0.0,2.0,1.0,135.0
302331497,0.8333333333333334,4.833333333333333,3.0,7.833333333333333,291.1666666666667,341.5,5808.666666666667,0.0,79.16666666666667,0.0,0.0,14.0,0.0,3.29343439,453.0,1.0,85.0,0.0,1.0,0.0,3.0
302353410,3.9565217391304346,7.608695652173913,12.73913043478261,6.260869565217392,360.2608695652174,441.2173913043478,15255.173913043478,693.8695652173913,107.82608695652173,1.0,64.0,136.0,28.0,11.152871450000003,16185.0,9.0,376.0,0.0,10.0,5.0,12.0
302425972,3.1333333333333333,4.533333333333333,3.6666666666666665,17.2,423.1333333333333,410.4,11323.2,0.0,178.66666666666666,0.0,0.0,34.0,0.0,6.259097409999999,21952.0,8.0,983.0,0.0,2.0,3.0,205.0
302691903,8.083333333333334,8.25,16.833333333333332,4.25,381.3333333333333,451.0833333333333,17071.0,244.25,68.5,3.0,37.0,60.0,55.0,7.16901791,8226.0,5.0,107.0,0.0,5.0,10.0,5.0
302767246,2.5217391304347827,5.434782608695652,12.869565217391305,3.5217391304347827,301.3478260869565,378.17391304347825,9745.217391304348,1391.7826086956522,85.65217391304348,2.0,81.0,179.0,31.0,15.007699510000004,6462.0,8.0,381.0,0.0,11.0,4.0,12.0
303227901,6.25,5.0,12.55,9.6,425.35,473.75,16274.0,591.2,176.4,2.0,36.0,167.0,18.0,11.44970714,23965.0,17.0,808.0,0.0,8.0,5.0,67.0
303324682,5.857142857142857,4.714285714285714,13.857142857142858,9.714285714285714,411.57142857142856,427.0,12446.42857142857,0.0,124.71428571428571,2.0,0.0,24.0,0.0,4.2757546699999995,8930.0,7.0,188.0,1.0,2.0,2.0,17.0
303449532,7.166666666666667,3.1666666666666665,16.166666666666668,7.0,438.1666666666667,549.0,18928.666666666668,1417.3333333333333,135.66666666666666,0.0,10.0,45.0,4.0,3.35647644,4832.0,1.0,145.0,1.0,2.0,1.0,6.0
303696868,4.2,6.4,11.6,1.6,300.4,408.2,7704.6,0.0,45.4,0.0,23.0,23.0,11.0,2.3378147,1443.0,1.0,60.0,0.0,3.0,0.0,8.0
303722450,2.8,8.6,9.6,3.0,275.6,358.0,11815.8,287.8,72.6,0.0,7.0,18.0,8.0,1.8217949299999998,0.0,0.0,53.0,0.0,1.0,1.0,4.0
303809009,6.4,3.6,6.0,8.8,706.2,622.0,18121.8,28.6,359.8,0.0,1.0,18.0,0.0,1.2003367,14798.0,8.0,327.0,0.0,3.0,3.0,95.0
303837263,9.4,6.0,13.0,25.6,535.6,570.2,21295.4,0.0,192.4,1.0,1.0,8.0,0.0,3.8476630300000005,28392.0,9.0,293.0,0.0,1.0,1.0,47.0
304110859,7.916666666666667,6.333333333333333,12.25,9.583333333333334,437.0,527.5,22136.75,242.16666666666666,200.25,1.0,10.0,63.0,1.0,8.40451887,20030.0,11.0,577.0,0.0,5.0,9.0,72.0
304691611,3.857142857142857,3.5714285714285716,13.285714285714286,13.142857142857142,451.42857142857144,495.42857142857144,12273.57142857143,721.8571428571429,141.14285714285714,1.0,1.0,25.0,0.0,4.1882395500000005,14883.0,9.0,187.0,0.0,0.0,0.0,7.0
306083824,2.625,8.125,9.125,1.125,209.0,245.375,8300.5,1162.375,25.375,0.0,75.0,32.0,58.0,4.45162115,3457.0,4.0,40.0,1.0,7.0,3.0,0.0
306956157,2.875,7.125,7.375,6.375,253.0,321.5,10305.875,262.75,87.125,0.0,35.0,47.0,53.0,4.8560455099999995,831.0,3.0,135.0,1.0,7.0,3.0,4.0
307792188,8.0,4.666666666666667,8.5,15.666666666666666,491.5,541.5,12546.833333333334,96.0,198.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308143458,7.5625,6.4375,7.75,10.75,538.875,523.0625,21873.5,293.5625,285.25,1.0,4.0,84.0,0.0,9.57686522,32817.0,22.0,1476.0,1.0,7.0,8.0,162.0
308208967,5.0,2.2857142857142856,17.285714285714285,2.5714285714285716,407.14285714285717,384.7142857142857,7918.571428571428,1433.0,37.857142857142854,0.0,12.0,55.0,2.0,2.89050712,3768.0,3.0,57.0,0.0,1.0,0.0,0.0
308570784,3.5,7.571428571428571,10.785714285714286,3.5,349.5,374.2857142857143,10175.857142857143,273.92857142857144,138.5,1.0,3.0,21.0,11.0,1.21290324,754.0,2.0,27.0,1.0,2.0,1.0,0.0
308831308,8.407407407407407,4.888888888888889,11.62962962962963,6.37037037037037,421.25925925925924,562.9629629629629,20824.88888888889,196.40740740740742,139.4814814814815,1.0,35.0,109.0,26.0,14.663655340000002,51336.0,26.0,846.0,2.0,6.0,5.0,43.0
308893460,6.428571428571429,2.857142857142857,12.285714285714286,13.428571428571429,499.42857142857144,517.2857142857143,17963.428571428572,461.14285714285717,137.71428571428572,0.0,4.0,41.0,0.0,4.02778799,24744.0,10.0,174.0,0.0,2.0,4.0,38.0
309245429,3.111111111111111,4.444444444444445,10.0,3.2222222222222223,403.22222222222223,454.22222222222223,10052.444444444445,419.55555555555554,138.88888888888889,0.0,1.0,67.0,0.0,4.98239419,22847.0,11.0,339.0,1.0,3.0,1.0,8.0
310767775,3.0,5.555555555555555,10.88888888888889,1.7777777777777777,307.6666666666667,385.1111111111111,9434.0,454.0,103.77777777777777,0.0,19.0,81.0,8.0,4.41397218,5972.0,3.0,343.0,0.0,1.0,0.0,36.0
311236557,3.9375,6.4375,12.25,6.8125,406.8125,470.9375,14964.875,1024.6875,150.0,0.0,7.0,132.0,3.0,10.029084850000002,24074.0,11.0,527.0,2.0,2.0,4.0,25.0
311302274,4.125,10.125,14.75,1.5,299.5,376.75,14811.0,16.25,87.5,1.0,40.0,71.0,21.0,4.24214041,19281.0,7.0,136.0,0.0,3.0,3.0,2.0
312435408,7.333333333333333,4.833333333333333,4.833333333333333,8.333333333333334,569.5833333333334,643.25,14632.833333333334,30.0,233.5,0.0,0.0,93.0,5.0,6.1616629000000005,42251.0,19.0,1097.0,0.0,9.0,4.0,217.0
312654300,7.636363636363637,5.0,8.818181818181818,15.545454545454545,538.7272727272727,594.6363636363636,21200.636363636364,110.36363636363636,255.72727272727272,0.0,4.0,52.0,1.0,5.51492163,38039.0,18.0,1020.0,1.0,1.0,2.0,177.0
313211296,6.090909090909091,4.090909090909091,5.909090909090909,22.454545454545453,539.2727272727273,536.6363636363636,15645.181818181818,429.27272727272725,239.63636363636363,2.0,0.0,57.0,0.0,4.95156244,57018.0,31.0,1059.0,0.0,2.0,3.0,127.0
313364447,11.444444444444445,7.888888888888889,12.555555555555555,13.555555555555555,484.1111111111111,580.3333333333334,27164.0,150.66666666666666,169.88888888888889,1.0,0.0,49.0,0.0,5.55248198,13400.0,6.0,334.0,1.0,5.0,2.0,22.0
314173010,3.2857142857142856,8.0,10.428571428571429,4.857142857142857,262.57142857142856,394.85714285714283,8957.714285714286,0.0,58.42857142857143,0.0,37.0,18.0,48.0,3.3733717399999996,7056.0,5.0,31.0,0.0,7.0,5.0,0.0
314790619,3.3333333333333335,5.5,13.333333333333334,2.0,311.6666666666667,317.1666666666667,9489.5,956.3333333333334,36.0,0.0,26.0,15.0,26.0,4.29696956,2377.0,2.0,28.0,0.0,9.0,6.0,0.0
315143906,5.333333333333333,4.0,6.0,20.333333333333332,404.6666666666667,449.6666666666667,12221.0,135.0,168.5,1.0,1.0,35.0,0.0,3.2995257899999997,12754.0,7.0,210.0,0.0,1.0,0.0,36.0
315813005,2.6666666666666665,6.888888888888889,11.88888888888889,2.6666666666666665,266.44444444444446,304.55555555555554,9195.0,714.1111111111111,25.555555555555557,1.0,87.0,16.0,70.0,5.2117846,2972.0,2.0,51.0,0.0,11.0,7.0,1.0
316017192,4.458333333333333,7.708333333333333,14.833333333333334,2.75,287.125,354.8333333333333,11676.333333333334,376.875,51.0,0.0,23.0,140.0,54.0,14.623901640000003,16551.0,13.0,230.0,0.0,14.0,5.0,4.0
316233618,5.818181818181818,4.636363636363637,12.727272727272727,2.909090909090909,323.72727272727275,345.0,10205.727272727272,112.27272727272727,28.0,1.0,44.0,48.0,34.0,6.9420559200000005,6708.0,4.0,41.0,0.0,7.0,13.0,1.0
316484103,9.5,2.75,7.625,12.375,587.5,565.75,15675.375,106.875,209.25,1.0,1.0,38.0,0.0,2.2986111,10286.0,5.0,294.0,0.0,1.0,0.0,27.0
316492285,6.2,2.0,16.8,1.2,323.0,391.2,13427.4,539.6,26.6,0.0,14.0,19.0,9.0,2.76281108,4383.0,2.0,8.0,0.0,1.0,2.0,0.0
316734857,3.6666666666666665,9.5,14.833333333333334,2.5,305.6666666666667,394.5,14166.0,445.6666666666667,97.66666666666667,1.0,49.0,20.0,51.0,3.5220982999999997,1249.0,0.0,126.0,0.0,5.0,10.0,0.0
316770935,3.4285714285714284,5.428571428571429,15.285714285714286,6.571428571428571,330.0,346.2857142857143,9673.142857142857,252.0,50.0,2.0,38.0,27.0,42.0,3.79873516,5718.0,2.0,49.0,0.0,13.0,12.0,2.0
316861380,6.285714285714286,4.357142857142857,7.142857142857143,12.071428571428571,446.64285714285717,484.14285714285717,17051.14285714286,294.14285714285717,204.92857142857142,2.0,2.0,100.0,1.0,9.19072379,24378.0,15.0,748.0,2.0,9.0,5.0,125.0
317104851,8.142857142857142,5.285714285714286,10.428571428571429,17.142857142857142,475.85714285714283,517.1428571428571,21020.571428571428,435.7142857142857,259.57142857142856,2.0,0.0,30.0,0.0,4.30457883,19933.0,11.0,599.0,0.0,3.0,4.0,84.0
317152551,5.166666666666667,6.0,7.166666666666667,11.166666666666666,411.8333333333333,443.0,19421.166666666668,62.5,146.0,0.0,2.0,17.0,0.0,4.04378887,14860.0,5.0,185.0,1.0,0.0,1.0,7.0
317343565,6.166666666666667,6.833333333333333,10.708333333333334,10.791666666666666,415.5833333333333,476.1666666666667,17386.416666666668,344.9166666666667,161.25,4.0,4.0,120.0,1.0,15.305958440000003,30155.0,27.0,1050.0,0.0,7.0,12.0,124.0
317465426,6.0,3.8,7.6,12.0,574.2,598.6,11741.8,0.0,236.0,1.0,2.0,36.0,0.0,3.0230411,15769.0,14.0,421.0,0.0,1.0,0.0,84.0
317705604,7.0,7.444444444444445,6.111111111111111,6.666666666666667,428.0,484.77777777777777,16317.888888888889,133.88888888888889,126.11111111111111,0.0,2.0,30.0,0.0,4.786609329999999,9950.0,7.0,280.0,1.0,1.0,1.0,7.0
317814449,6.833333333333333,4.666666666666667,6.166666666666667,9.5,615.6666666666666,555.1666666666666,20122.666666666668,5.166666666666667,350.5,0.0,0.0,31.0,0.0,3.05491605,34225.0,11.0,714.0,1.0,1.0,2.0,156.0
318371533,4.166666666666667,7.0,14.166666666666666,16.0,330.1666666666667,411.0,13051.5,640.1666666666666,92.5,0.0,7.0,27.0,3.0,4.2074846599999995,3760.0,5.0,80.0,0.0,1.0,0.0,4.0
318998921,10.2,4.0,10.0,7.0,494.8,557.4,26206.8,0.0,221.4,0.0,5.0,39.0,0.0,3.28923167,6407.0,7.0,302.0,0.0,4.0,1.0,11.0
319302915,4.6875,4.6875,11.8125,10.25,399.6875,427.75,15455.625,1105.1875,139.5,1.0,24.0,59.0,32.0,10.41666363,44480.0,24.0,526.0,1.0,3.0,4.0,58.0
319435042,3.3461538461538463,7.230769230769231,12.653846153846153,2.230769230769231,247.07692307692307,317.0769230769231,8419.423076923076,349.61538461538464,35.65384615384615,4.0,134.0,238.0,106.0,16.719694560000004,3544.0,1.0,279.0,1.0,22.0,15.0,0.0
319439365,10.571428571428571,3.142857142857143,9.285714285714286,15.714285714285714,558.1428571428571,541.8571428571429,23762.428571428572,136.42857142857142,182.28571428571428,1.0,9.0,56.0,0.0,3.94036639,24723.0,11.0,263.0,0.0,3.0,1.0,21.0
319492128,7.523809523809524,6.428571428571429,9.761904761904763,12.857142857142858,534.1428571428571,584.4285714285714,26213.714285714286,177.0,303.57142857142856,2.0,2.0,289.0,1.0,12.861934960000001,27740.0,17.0,1054.0,3.0,12.0,4.0,62.0
320081904,4.0,7.75,18.875,3.875,310.5,454.0,17824.0,570.25,91.875,1.0,74.0,51.0,32.0,4.33177459,2833.0,3.0,237.0,0.0,6.0,9.0,15.0
320225328,3.6363636363636362,6.2727272727272725,15.0,2.090909090909091,294.0,392.72727272727275,10007.09090909091,98.18181818181819,29.545454545454547,1.0,49.0,34.0,41.0,5.80911253,3956.0,3.0,47.0,0.0,7.0,7.0,0.0
320824443,7.111111111111111,6.0,6.666666666666667,16.88888888888889,385.1111111111111,462.22222222222223,20994.222222222223,15.222222222222221,138.66666666666666,2.0,10.0,29.0,6.0,4.48733305,27541.0,16.0,307.0,1.0,7.0,0.0,56.0
320854806,7.75,4.625,7.625,10.5,484.5,525.75,19741.0,59.0,205.0,0.0,3.0,61.0,0.0,5.15154147,22613.0,15.0,289.0,1.0,2.0,4.0,42.0
321201954,5.833333333333333,4.5,7.6,11.133333333333333,508.1666666666667,564.6,19694.033333333333,107.2,215.0,1.0,3.0,107.0,4.0,16.003279290000002,62238.0,40.0,1929.0,0.0,14.0,11.0,233.0
321297394,2.625,5.75,13.5,8.0,361.625,434.25,13091.625,1938.625,123.625,1.0,0.0,32.0,0.0,4.44340143,12027.0,10.0,189.0,0.0,0.0,2.0,45.0
322505128,3.6666666666666665,9.0,12.0,5.166666666666667,342.3333333333333,448.6666666666667,12518.333333333334,281.3333333333333,140.0,0.0,6.0,18.0,3.0,2.82968616,8431.0,5.0,259.0,0.0,3.0,1.0,43.0
322739402,5.9411764705882355,6.823529411764706,7.0,10.235294117647058,411.1764705882353,463.4117647058824,17495.058823529413,254.1764705882353,148.23529411764707,2.0,6.0,66.0,4.0,9.270800849999999,24191.0,23.0,467.0,0.0,7.0,3.0,86.0
323996897,5.25,5.5,12.875,12.75,420.625,509.875,12987.0,1030.25,162.75,0.0,1.0,65.0,1.0,4.67624348,25652.0,12.0,472.0,0.0,3.0,2.0,60.0
324277900,8.833333333333334,3.5,7.833333333333333,20.666666666666668,561.5,615.3333333333334,21290.0,44.666666666666664,229.5,0.0,4.0,41.0,0.0,2.75051895,24652.0,8.0,445.0,0.0,2.0,0.0,78.0
324395401,11.0,5.75,8.625,11.875,604.125,617.25,27382.375,46.0,255.25,0.0,7.0,56.0,3.0,4.8301954600000006,39214.0,20.0,486.0,0.0,4.0,3.0,58.0
324768341,6.555555555555555,3.0,8.0,15.0,586.4444444444445,645.1111111111111,16469.555555555555,711.5555555555555,238.88888888888889,0.0,6.0,32.0,2.0,3.3125921399999996,43761.0,25.0,564.0,0.0,6.0,2.0,100.0
325056018,4.6,5.6,8.4,12.4,424.6,470.0,14149.0,0.0,172.0,0.0,0.0,44.0,2.0,3.2694284700000003,6323.0,4.0,248.0,0.0,2.0,1.0,15.0
325151149,6.2727272727272725,3.6363636363636362,9.181818181818182,18.818181818181817,474.09090909090907,548.0,19348.727272727272,1447.1818181818182,240.9090909090909,2.0,0.0,60.0,4.0,5.0563397000000005,16821.0,10.0,450.0,0.0,3.0,4.0,83.0
325151611,2.8,8.2,8.6,3.6,278.4,342.4,9106.2,0.0,39.4,0.0,27.0,13.0,29.0,2.52909205,5250.0,6.0,22.0,0.0,7.0,6.0,0.0
325171010,1.9166666666666667,5.0,9.75,2.25,227.16666666666666,238.25,7733.833333333333,610.5833333333334,22.75,3.0,129.0,40.0,127.0,7.595138359999999,820.0,1.0,47.0,0.0,22.0,15.0,0.0
325697153,9.166666666666666,2.8333333333333335,8.833333333333334,14.916666666666666,527.3333333333334,537.6666666666666,17708.916666666668,194.16666666666666,133.83333333333334,1.0,3.0,44.0,2.0,6.91630958,54509.0,26.0,517.0,2.0,3.0,1.0,100.0
325905776,9.1875,5.125,10.5,18.0,523.8125,564.8125,25261.875,280.3125,247.9375,3.0,4.0,162.0,1.0,9.330559949999998,42771.0,32.0,777.0,1.0,9.0,15.0,86.0
326562941,9.411764705882353,5.705882352941177,12.470588235294118,8.411764705882353,544.6470588235294,611.4705882352941,21448.823529411766,532.3529411764706,240.88235294117646,2.0,5.0,141.0,1.0,10.48891898,52977.0,33.0,1496.0,0.0,6.0,7.0,245.0
327026768,2.6666666666666665,8.166666666666666,8.166666666666666,4.166666666666667,221.83333333333334,290.1666666666667,9041.166666666666,832.6666666666666,29.833333333333332,0.0,43.0,6.0,49.0,3.41962484,201.0,1.0,22.0,0.0,18.0,8.0,1.0
